            -52010,-31514866.8846277,-87.4214618058,-62010,-31604397.756459,-87.6698182314,-72010,-31753615.8761779,-88.0837456074,-82010,-31902833.9958967,-88.4976729833,
            -92010,-31992364.8677281,-88.7460294089,-102010,-32081895.7395594,-88.9943858345,-112010,-32111739.3635032,-89.0771713097,-122010,-32231113.8592783,-89.4083132105,
            -12011,-32297366.7044335,-89.5920969654,-22011,-32392358.9594465,-89.855603133,-32011,-32455687.1294552,-90.0312739113,-42011,-32645671.6394813,-90.5582862464,
            -52011,-32803992.064503,-90.9974631923,-62011,-32930648.4045204,-91.3488047491,-72011,-32835656.1495074,-91.0852985815,-82011,-32993976.5745291,-91.5244755274,
            -92011,-32930648.4045204,-91.3488047491,-102011,-32962312.4895247,-91.4366401382,-112011,-32930648.4045204,-91.3488047491,-122011,-32930648.4045204,-91.3488047491,
            -12012,-32930648.4045204,-91.3488047491,-22012,-32930648.4045204,-91.3488047491,-32012,-33057304.7445378,-91.7001463058,-42012,-33342281.5095769,-92.4906648084,
            -52012,-33342281.5095769,-92.4906648084,-62012,-33247289.2545639,-92.2271586409,-72012,-33278953.3395682,-92.3149940301,-82012,-33627258.274616,-93.2811833111,
            -92012,-33627258.274616,-93.2811833111,-102012,-33563930.1046073,-93.1055125327,-112012,-33405609.6795856,-92.6663355868,-122012,-33468937.8495943,-92.8420063651,
            -12013,-33410549.2768463,-92.6800379075,-22013,-33410549.2768463,-92.6800379075,-32013,-33477170.5116954,-92.8648435663,-42013,-33610412.9813937,-93.234454884,
            -52013,-33643723.5988183,-93.3268577134,-62013,-33910208.5382149,-94.0660803488,-72013,-34010140.3904886,-94.343288837,-82013,-34076761.6253377,-94.5280944959,
            -92013,-34076761.6253377,-94.5280944959,-102013,-34176693.4776114,-94.8053029841,-112013,-34043451.0079131,-94.4356916665,-122013,-34076761.6253377,-94.5280944959,
            -12014,-33876897.9207903,-93.9736775194,-22014,-33810276.6859411,-93.7888718605,-32014,-33910208.5382149,-94.0660803488,-42014,-33943519.1556394,-94.1584831782,
            -52014,-33976829.773064,-94.2508860076,-62014,-34076761.6253377,-94.5280944959,-72014,-34110072.2427623,-94.6204973253,-82014,-34076761.6253377,-94.5280944959,
            -92014,-33976829.773064,-94.2508860076,-102014,-34076761.6253377,-94.5280944959,-112014,-34010140.3904886,-94.343288837,-122014,-34010140.3904886,-94.343288837,
            -12015,-33705015.1348795,-93.4968789196,-22015,-33467177.326468,-92.8371227175,-32015,-33569107.8157872,-93.1198753755,-42015,-33772968.7944256,-93.6853806916,
            -52015,-33840922.4539718,-93.8738824636,-62015,-33942852.9432909,-94.1566351216,-72015,-34010806.6028371,-94.3451368936,-82015,-33942852.9432909,-94.1566351216,
            -92015,-33806945.6241987,-93.7796315776,-102015,-33840922.4539718,-93.8738824636,-112015,-33705015.1348795,-93.4968789196,-122015,-33671038.3051064,-93.4026280336,
            -12016,-33501154.1562411,-92.9313736035,-22016,-33399223.6669219,-92.6486209455,-32016,-33331270.0073758,-92.4601191735,-42016,-33467177.326468,-92.8371227175,
            -52016,-33569107.8157872,-93.1198753755,-62016,-33671038.3051064,-93.4026280336,-72016,-33806945.6241987,-93.7796315776,-82016,-33705015.1348795,-93.4968789196,
            -92016,-33671038.3051064,-93.4026280336,-102016,-33738991.9646526,-93.5911298056,-112016,-33603084.6455603,-93.2141262615,-122016,-33603084.6455603,-93.2141262615,
            -12017,-33535878.4762692,-93.027698009,-22017,-33535878.4762692,-93.027698009,-32017,-33636687.7302059,-93.3073403878,-42017,-33703893.899497,-93.4937686403,
            -52017,-33838306.2380792,-93.8666251454,-62017,-33603084.6455603,-93.2141262615,-72017,-33569481.5609147,-93.1209121353,-82017,-33670290.8148514,-93.4005545141,
            -92017,-33703893.899497,-93.4937686403,-102017,-33804703.1534337,-93.7734110191,-112017,-33703893.899497,-93.4937686403,-122017,-33737496.9841425,-93.5869827666,
            -12018,-33569481.5609147,-93.1209121353,-22018,-33603084.6455603,-93.2141262615,-32018,-33703893.899497,-93.4937686403,-42018,-33838306.2380792,-93.8666251454,
            -52018,-34006321.661307,-94.3326957767,-62018,-34039924.7459526,-94.4259099029,-72018,-34039924.7459526,-94.4259099029,-82018,-34073527.8305981,-94.5191240292,
            -92018,-34107130.9152437,-94.6123381555,-102018,-34207940.1691804,-94.8919805342,-112018,-34107130.9152437,-94.6123381555,-122018,-34006321.661307,-94.3326957767,
            -12019,-33973054.6075079,-94.2404137917,-22019,-34006993.7229999,-94.3345600592,-32019,-34176689.30046,-94.8052913968,-42019,-34278506.6469361,-95.0877301994,
            -52019,-34516080.4553802,-95.7467540721,-62019,-34312445.7624281,-95.1818764669,-72019,-34210628.415952,-94.8994376643,-82019,-34278506.6469361,-95.0877301994,
            -92019,-34210628.415952,-94.8994376643,-102019,-34346384.8779201,-95.2760227344,-112019,-34210628.415952,-94.8994376643,-122019,-34210628.415952,-94.8994376643,
            -12020,-34074871.953984,-94.5228525942,-22020,-34040932.838492,-94.4287063267,-32020,-34176689.30046,-94.8052913968,-42020,-34074871.953984,-94.5228525942,
            -52020,-33973054.6075079,-94.2404137917,-62020,-33939115.4920159,-94.1462675242,-72020,-34006993.7229999,-94.3345600592,-82020,-34006993.7229999,-94.3345600592,
            -92020,-33973054.6075079,-94.2404137917,-102020,-34074871.953984,-94.5228525942,-112020,-34006993.7229999,-94.3345600592,-122020,-33973054.6075079,-94.2404137917,
            -12021,-33938810.0399765,-94.1454202077,-22021,-34040932.838492,-94.4287063267,-32021,-34245178.4355229,-94.9952785647,-42021,-34347301.2340384,-95.2785646837,
            -52021,-34483464.9653924,-95.656279509,-62021,-34517505.8982308,-95.7507082153,-72021,-34653669.6295848,-96.1284230406,-82021,-34755792.4281003,-96.4117091596,
            -92021,-34823874.2937773,-96.6005665722,-102021,-34857915.2266158,-96.6949952786,-112021,-34823874.2937773,-96.6005665722,-122021,-34925997.0922927,-96.8838526912,
            -12022,-34994078.9579697,-97.0727101039,-22022,-35232365.4878392,-97.7337110482,-32022,-35436611.0848701,-98.3002832861,-42022,-35708938.5475781,-99.0557129367,
            -52022,-35913184.144609,-99.6222851747,-62022,-36049347.875963,-100,-72022,-36457839.0700249,-101.1331444759,-82022,-36355716.2715094,-100.8498583569,
            -92022,-36423798.1371864,-101.0387157696,-102022,-36628043.7342173,-101.6052880076,-112022,-36662084.6670558,-101.6997167139,-122022,-36764207.4655713,-101.9830028329,
            -12023,-36878482.8771101,-102.3,-22023,-37058729.6164899,-102.8,-32023,-37202927.0079938,-103.2,-42023,-37491321.7910015,-104,
            -52023,-37563420.4867534,-104.2,-62023,-37563420.4867534,-104.2,-72023,-37671568.5303813,-104.5,-82023,-37851815.2697611,-105,
            -92023,-37815765.9218852,-104.9,-102023,-37996012.661265,-105.4,-112023,-37887864.6176371,-105.1,-122023,-37851815.2697611,-105,
            -12024,-37851815.2697611,-105,-22024,-37996012.661265,-105.4,-32024,-38212308.7485208,-106,-42024,-38536752.8794044,-106.9,
            -52024,-38608851.5751563,-107.1,-62024,-38644900.9230323,-107.2,-72024,-38861197.0102881,-107.8,-82024,-39221690.4890477,-108.8,
            -92024,-39149591.7932958,-108.6
